Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,x,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
29614368,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10019,859 9 AVENUE,9 AVENUE,WEST 55 STREET,WEST 56 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/2/15 0:00,04 MANHATTAN,1010650036,MANHATTAN,"988,041","218,755",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76710753,-73.98631416,"(40.76710752891153, -73.98631416418456)"
29614369,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10466,4065 CARPENTER AVENUE,CARPENTER AVENUE,EAST 228 STREET,EAST 229 STREET,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/6/15 0:00,12 BRONX,2048220021,BRONX,"1,022,393","263,958",PHONE,Unspecified,BRONX,,,,,,,,40.89109518,-73.8620436,"(40.8910951816451, -73.86204360268111)"
29614370,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,3006 DECATUR AVENUE,DECATUR AVENUE,EAST 201 STREET,EAST MOSHOLU PARKWAY SOUTH,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/7/15 0:00,07 BRONX,2032810068,BRONX,"1,016,871","256,026",PHONE,Unspecified,BRONX,,,,,,,,40.86934647,-73.88205429,"(40.869346467407404, -73.88205428908248)"
29614371,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11102,32-05 NEWTOWN AVENUE,NEWTOWN AVENUE,32 STREET,30 AVENUE,,,ADDRESS,Astoria,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/3/15 0:00,01 QUEENS,4006190006,QUEENS,"1,006,357","218,635",PHONE,Unspecified,QUEENS,,,,,,,,40.76675133,-73.92019225,"(40.76675133170873, -73.92019224614609)"
29614372,1/1/15 0:00,1/8/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040,34 ARDEN STREET,ARDEN STREET,NAGLE AVENUE,SHERMAN AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/8/15 0:00,12 MANHATTAN,1021740175,MANHATTAN,"1,004,402","253,313",PHONE,Unspecified,MANHATTAN,,,,,,,,40.86193738,-73.9271458,"(40.86193738190631, -73.92714580413967)"
29614373,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11216,802 PARK PLACE,PARK PLACE,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/2/15 0:00,08 BROOKLYN,3012400026,BROOKLYN,"997,769","184,644",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67347156,-73.95126377,"(40.67347155508807, -73.95126376585112)"
29614374,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11235,3205 EMMONS AVENUE,EMMONS AVENUE,BRAGG STREET,BRIGHAM STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/3/15 0:00,15 BROOKLYN,3088070125,BROOKLYN,"1,003,012","152,120",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.5841905,-73.93245308,"(40.58419050491946, -73.93245307663842)"
29614375,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11354,144-63 37 AVENUE,37 AVENUE,BEND,147 STREET,,,ADDRESS,Flushing,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/6/15 0:00,07 QUEENS,4050147501,QUEENS,"1,033,479","217,603",PHONE,Unspecified,QUEENS,,,,,,,,40.76380934,-73.82228776,"(40.76380933675952, -73.8222877585894)"
29614376,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11203,570 ALBANY AVENUE,ALBANY AVENUE,MIDWOOD STREET,RUTLAND ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/3/15 0:00,09 BROOKLYN,3048040035,BROOKLYN,"1,000,949","179,985",PHONE,Unspecified,BROOKLYN,,,,,,,,40.66067821,-73.93981135,"(40.66067821255853, -73.93981135335267)"
29614377,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10024,166 WEST 87 STREET,WEST 87 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/4/15 0:00,07 MANHATTAN,1012170057,MANHATTAN,"991,601","226,331",PHONE,Unspecified,MANHATTAN,,,,,,,,40.78789941,-73.97345397,"(40.78789940839386, -73.97345397049499)"
29614378,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040,108 ELLWOOD STREET,ELLWOOD STREET,WEST 196 STREET,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/5/15 0:00,12 MANHATTAN,1021720039,MANHATTAN,"1,003,763","253,273",PHONE,Unspecified,MANHATTAN,,,,,,,,40.86182903,-73.92945605,"(40.8618290295582, -73.9294560541168)"
29614379,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10019,859 9 AVENUE,9 AVENUE,WEST 55 STREET,WEST 56 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/2/15 0:00,04 MANHATTAN,1010650036,MANHATTAN,"988,041","218,755",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76710753,-73.98631416,"(40.76710752891153, -73.98631416418456)"
29614380,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10451,900 GRAND CONCOURSE,GRAND CONCOURSE,EAST 161 STREET,EAST 162 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,1/6/15 0:00,04 BRONX,2024600001,BRONX,"1,005,734","240,751",PHONE,Unspecified,BRONX,,,,,,,,40.82745525,-73.92237056,"(40.82745524997554, -73.92237056165858)"
29614381,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11214,79 BAY 37 STREET,BAY 37 STREET,86 STREET,BENSON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/4/15 0:00,11 BROOKLYN,3068650008,BROOKLYN,"987,002","156,930",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59741242,-73.99009029,"(40.59741241996169, -73.99009029290353)"
29614382,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10455,610 TRINITY AVENUE,TRINITY AVENUE,EAST 149 STREET,PONTIAC PLACE,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/6/15 0:00,01 BRONX,2026230151,BRONX,"1,009,272","236,056",ONLINE,Unspecified,BRONX,,,,,,,,40.81455949,-73.90960401,"(40.814559493267296, -73.90960400717243)"
29614383,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11377,72-10 41 AVENUE,41 AVENUE,72 STREET,73 STREET,,,ADDRESS,Woodside,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/3/15 0:00,04 QUEENS,4013120010,QUEENS,"1,013,908","210,718",PHONE,Unspecified,QUEENS,,,,,,,,40.74499909,-73.89296758,"(40.74499909172425, -73.89296757512533)"
29614384,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10002,144 EAST BROADWAY,EAST BROADWAY,PIKE STREET,RUTGERS STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/4/15 0:00,03 MANHATTAN,1002830063,MANHATTAN,"986,684","199,396",PHONE,Unspecified,MANHATTAN,,,,,,,,40.71397237,-73.99122006,"(40.713972367114636, -73.99122005566772)"
29614385,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11106,33-34 28 STREET,28 STREET,33 AVENUE,34 AVENUE,,,ADDRESS,Astoria,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/6/15 0:00,01 QUEENS,4005810014,QUEENS,"1,003,965","216,836",PHONE,Unspecified,QUEENS,,,,,,,,40.7618192,-73.9288328,"(40.76181920053045, -73.92883279904741)"
29614386,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10031,524 WEST 134 STREET,WEST 134 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/5/15 0:00,09 MANHATTAN,1019870053,MANHATTAN,"996,912","237,616",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81886762,-73.95425354,"(40.81886761729453, -73.95425353656547)"
29614388,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2955 GRAND CONCOURSE,GRAND CONCOURSE,BEDFORD PARK BOULEVARD,EAST 201 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/3/15 0:00,07 BRONX,2033100081,BRONX,"1,015,354","257,178",ONLINE,Unspecified,BRONX,,,,,,,,40.87251383,-73.88753386,"(40.87251382811215, -73.88753385727848)"
29614389,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032,2001 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 159 STREET,WEST 160 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/3/15 0:00,12 MANHATTAN,1021090001,MANHATTAN,"1,000,565","243,205",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.83420183,-73.94104205,"(40.83420183494648, -73.94104204775297)"
29614390,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10128,534 EAST 88 STREET,EAST 88 STREET,YORK AVENUE,EAST END AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/3/15 0:00,08 MANHATTAN,1015840033,MANHATTAN,"999,440","222,288",PHONE,Unspecified,MANHATTAN,,,,,,,,40.77679245,-73.94515482,"(40.776792452047076, -73.94515481559084)"
29614391,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,220 EAST 204 STREET,EAST 204 STREET,GRAND CONCOURSE,VALENTINE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/6/15 0:00,07 BRONX,2033090010,BRONX,"1,015,895","257,886",PHONE,Unspecified,BRONX,,,,,,,,40.87445515,-73.88557436,"(40.87445514586001, -73.88557436243444)"
29614392,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,655 PELHAM PARKWAY NORTH,PELHAM PARKWAY NORTH,BARKER AVENUE,BEND,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,1/7/15 0:00,11 BRONX,2043380006,BRONX,"1,020,386","251,805",PHONE,Unspecified,BRONX,,,,,,,,40.85774742,-73.8693681,"(40.85774742188966, -73.86936810048957)"
29614393,1/1/15 0:00,1/9/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032,134 HAVEN AVENUE,HAVEN AVENUE,WEST 172 STREET,WEST 173 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/9/15 0:00,12 MANHATTAN,1021390268,MANHATTAN,"1,000,185","247,325",PHONE,Unspecified,MANHATTAN,,,,,,,,40.84551073,-73.94240547,"(40.8455107270664, -73.94240547441305)"
29614394,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034,3854 10 AVENUE,10 AVENUE,NAGLE AVENUE,WEST 206 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/3/15 0:00,12 MANHATTAN,1022190029,MANHATTAN,"1,006,529","253,980",PHONE,Unspecified,MANHATTAN,,,,,,,,40.86376298,-73.91945399,"(40.86376298299485, -73.91945398826236)"
29614395,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11105,21-14 CRESCENT STREET,CRESCENT STREET,21 AVENUE,DITMARS BOULEVARD,,,ADDRESS,Astoria,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/3/15 0:00,01 QUEENS,4008690037,QUEENS,"1,008,403","223,517",ONLINE,Unspecified,QUEENS,,,,,,,,40.78014578,-73.91278851,"(40.78014578388827, -73.91278850675624)"
29614396,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,1506 WALTON AVENUE,WALTON AVENUE,EAST 172 STREET,ROCKWOOD STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,1/6/15 0:00,04 BRONX,2028350001,BRONX,"1,007,955","245,981",PHONE,Unspecified,BRONX,,,,,,,,40.8418044,-73.91432681,"(40.8418044019242, -73.91432680993934)"
29614397,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462,2025 PAULDING AVENUE,PAULDING AVENUE,NEILL AVENUE,LYDIG AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/6/15 0:00,11 BRONX,2043010016,BRONX,"1,023,303","249,988",PHONE,Unspecified,BRONX,,,,,,,,40.85274788,-73.85883373,"(40.852747884031885, -73.85883372744512)"
29614398,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10028,1457 3 AVENUE,3 AVENUE,EAST 82 STREET,EAST 83 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/4/15 0:00,08 MANHATTAN,1015280001,MANHATTAN,"996,517","222,158",PHONE,Unspecified,MANHATTAN,,,,,,,,40.77644018,-73.95570887,"(40.776440176160676, -73.95570886749827)"
29614399,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10463,3810 BAILEY AVENUE,BAILEY AVENUE,WEST 238 STREET,BEND,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/2/15 0:00,08 BRONX,2032630007,BRONX,"1,012,586","261,482",ONLINE,Unspecified,BRONX,,,,,,,,40.88433629,-73.8975242,"(40.884336286878096, -73.89752420300857)"
29614400,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11238,80 GREENE AVENUE,GREENE AVENUE,CLERMONT AVENUE,VANDERBILT AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/6/15 0:00,02 BROOKLYN,3019590027,BROOKLYN,"992,819","189,324",PHONE,Unspecified,BROOKLYN,,,,,,,,40.68632327,-73.96910265,"(40.686323268277796, -73.96910265058898)"
29614401,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11211,366 SOUTH 5 STREET,SOUTH 5 STREET,KEAP STREET,HOOPER STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/4/15 0:00,01 BROOKLYN,3024630012,BROOKLYN,"996,878","197,233",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70802677,-73.95445224,"(40.70802676957424, -73.9544522380101)"
29614402,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,3642 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST 214 STREET,EAST 215 STREET,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/6/15 0:00,12 BRONX,2046620001,BRONX,"1,021,656","259,989",ONLINE,Unspecified,BRONX,,,,,,,,40.88020469,-73.86473136,"(40.88020468859155, -73.8647313627469)"
29614403,1/1/15 0:00,1/8/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11218,200 EAST 8 STREET,EAST 8 STREET,CHURCH AVENUE,TURNER PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/8/15 0:00,12 BROOKLYN,3053400018,BROOKLYN,"992,020","174,405",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64537467,-73.97200081,"(40.64537466770449, -73.97200080893171)"
29614411,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11209,9511 SHORE ROAD,SHORE ROAD,95 STREET,96 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/3/15 0:00,10 BROOKLYN,3061207502,BROOKLYN,"973,626","163,839",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61637027,-74.03826694,"(40.61637026983262, -74.03826694457253)"
29614412,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10003,31 EAST 1 STREET,EAST 1 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/4/15 0:00,03 MANHATTAN,1004420011,MANHATTAN,"986,933","203,069",PHONE,Unspecified,MANHATTAN,,,,,,,,40.7240538,-73.9903204,"(40.724053796613966, -73.99032039681512)"
29614413,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,10 EAST 198 STREET,EAST 198 STREET,JEROME AVENUE,CRESTON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/4/15 0:00,07 BRONX,2033180114,BRONX,"1,013,889","256,715",MOBILE,Unspecified,BRONX,,,,,,,,40.87124808,-73.89283306,"(40.87124807693594, -73.89283306109618)"
29614414,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11233,589 DECATUR STREET,DECATUR STREET,HOWARD AVENUE,SARATOGA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",1/5/15 0:00,03 BROOKLYN,3015010067,BROOKLYN,"1,006,612","188,147",PHONE,Unspecified,BROOKLYN,,,,,,,,40.68306857,-73.91937299,"(40.6830685727568, -73.9193729853442)"
29614415,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11235,2750 HOMECREST AVENUE,HOMECREST AVENUE,NASSAU COURT,BEND,,,ADDRESS,BROOKLYN,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/3/15 0:00,15 BROOKLYN,3087640010,BROOKLYN,"996,391","152,155",PHONE,Unspecified,BROOKLYN,,,,,,,,40.58429811,-73.95628992,"(40.58429811390181, -73.95628992267918)"
29614417,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462,1733 UNIONPORT ROAD,UNIONPORT ROAD,VAN NEST AVENUE,BEND,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/7/15 0:00,11 BRONX,2040300018,BRONX,"1,020,941","246,841",PHONE,Unspecified,BRONX,,,,,,,,40.84412044,-73.86738894,"(40.84412043934967, -73.86738894081434)"
